subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,BlockInstr_disp.started,BlockInstr_disp.stopped,iti.started,iti.stopped,left.started,left.stopped,right.started,right.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,left_feedback.started,left_feedback.stopped,right_feedback.started,right_feedback.stopped,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,feedback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,self,win,self_win,1,Play to WIN points,43,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,,,,,0,43,43,43,238.59607252999885,None,240.0778156999986,None,239.14617269999871,None,239.14617269999871,None,right,0,0.35543049999978393,239.14617269999871,None,stimuli/slot1_up.jpg,1,0,1,239.57751169999938,None,239.57751169999938,None,4700,self avoid win,0,240.58776579999903,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,44,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left,,,,,0,44,44,44,242.09203812999985,None,243.52376839999852,None,242.64068509999925,None,242.64068509999925,None,left,1,0.2988177999995969,242.64068509999925,None,stimuli/slot1_up.jpg,1,0,1,243.01077799999985,None,243.01077799999985,None,4800,self win,1,244.03059399999984,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,45,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,,,,,0,45,45,45,245.53806542999845,None,246.9698129999997,None,246.08621399999902,None,246.08621399999902,None,right,0,0.2922331999998278,246.08621399999902,None,stimuli/slot1_up.jpg,1,0,1,246.45512439999948,None,246.45512439999948,None,4800,self avoid win,0,247.4767422999994,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,46,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,,,,,0,46,46,46,248.98409712999964,None,251.3979733999986,None,249.5370804999984,None,249.5370804999984,None,left,0,1.2845724999988306,249.5370804999984,None,stimuli/slot1_up.jpg,1,0,1,250.887853799999,None,250.887853799999,None,4800,self avoid win,0,251.89773950000017,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,47,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,47,47,47,253.41199552999896,None,254.97727289999966,None,253.94983599999978,None,253.94983599999978,None,right,1,0.4352323000002798,253.94983599999978,None,stimuli/slot1_up.jpg,1,0,1,254.46284379999997,None,254.46284379999997,None,4900,self win,1,255.48520800000006,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,48,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,48,48,48,256.99179522999987,None,258.5231662999995,None,257.542415599999,None,257.542415599999,None,right,1,0.40928939999867,257.542415599999,None,stimuli/slot1_up.jpg,1,0,1,258.0237154999995,None,258.0237154999995,None,5000,self win,1,259.02255109999896,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,49,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,49,49,49,260.53742382999883,None,262.3685571999995,None,261.0841638999991,None,261.0841638999991,None,left,0,0.6907513000005565,261.0841638999991,None,stimuli/slot2_up.jpg,0,1,0,261.85469980000016,None,261.85469980000016,None,5000,self avoid win,0,262.86890929999936,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,50,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,50,50,50,264.3831956299997,None,265.66489179999917,None,264.9282098999993,None,264.9282098999993,None,right,1,0.1536644999996497,264.9282098999993,None,stimuli/slot1_up.jpg,1,0,1,265.1645678999994,None,265.1645678999994,None,5100,self win,1,266.17255379999915,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,51,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,,,,,0,51,51,51,267.6791770299984,None,270.79223679999996,None,268.2277772999987,None,268.2277772999987,None,None,0,,268.2277772999987,None,,,,,270.2907295999994,None,270.2907295999994,None,5100,missed,,271.30764929999896,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,52,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left,,,,,0,52,52,52,272.82359402999975,None,274.2215338999995,None,273.3720108999987,None,273.3720108999987,None,right,0,0.27378909999970347,273.3720108999987,None,stimuli/slot2_up.jpg,0,1,0,273.722797299999,None,273.722797299999,None,5100,self avoid win,0,274.73733809999976,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,53,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left,,,,,0,53,53,53,276.25278232999847,None,278.06724140000006,None,276.8011738999994,None,276.8011738999994,None,left,1,0.6817293000003701,276.8011738999994,None,stimuli/slot1_up.jpg,1,0,1,277.55593579999913,None,277.55593579999913,None,5200,self win,1,278.5755735999992,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,54,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,54,54,54,280.08166262999987,None,281.6297018999994,None,280.6276840999999,None,280.6276840999999,None,right,1,0.41884419999951206,280.6276840999999,None,stimuli/slot1_up.jpg,1,0,1,281.11610719999953,None,281.11610719999953,None,5300,self win,1,282.12938659999963,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,55,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,55,55,55,283.6438150299997,None,285.25866589999896,None,284.1918726999993,None,284.1918726999993,None,left,0,0.4765299999999115,284.1918726999993,None,stimuli/slot2_up.jpg,0,1,0,284.7442246999999,None,284.7442246999999,None,5300,self avoid win,0,285.7669528999995,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,56,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,,,,,0,56,56,56,287.27319472999955,None,288.6211339999991,None,287.822044999999,None,287.822044999999,None,right,1,0.23555800000031013,287.822044999999,None,stimuli/slot2_up.jpg,0,1,0,288.12166929999876,None,288.12166929999876,None,5400,self win,1,289.1308896999999,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,57,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,,,,,0,57,57,57,290.63596932999974,None,292.0677480999984,None,291.1792147999986,None,291.1792147999986,None,right,1,0.30596909999985655,291.1792147999986,None,stimuli/slot2_up.jpg,0,1,0,291.5571697999985,None,291.5571697999985,None,5500,self win,1,292.56743239999923,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,58,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,0,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left,,,,,0,58,58,58,294.08226892999994,None,295.6135040999998,None,294.6316250999989,None,294.6316250999989,None,right,0,0.4010834000000614,294.6316250999989,None,stimuli/slot2_up.jpg,0,1,0,295.1003189999992,None,295.1003189999992,None,5500,self avoid win,0,296.1205465999992,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,59,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,59,59,59,297.62785442999996,None,299.1262291999992,None,298.17332559999886,None,298.17332559999886,None,right,1,0.3880153000009159,298.17332559999886,None,stimuli/slot1_up.jpg,1,0,1,298.62327729999924,None,298.62327729999924,None,5600,self win,1,299.6344887999985,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,60,stimuli/slot1_up.jpg,1,stimuli/slot2_up.jpg,0,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,,,,,0,60,60,60,301.14050332999943,None,302.6886605999989,None,301.6888433999993,None,301.6888433999993,None,right,1,0.3035338000008778,301.6888433999993,None,stimuli/slot1_up.jpg,1,0,1,302.1867945999984,None,302.1867945999984,None,5700,self win,1,303.1882661999989,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
0,0,self,win,self_win,1,Play to WIN points,61,stimuli/slot1_up.jpg,0,stimuli/slot2_up.jpg,1,1,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,,,,,0,61,61,61,304.7029055299987,None,306.2012483999988,None,305.25028399999974,None,305.25028399999974,None,right,0,0.3784256999988429,305.25028399999974,None,stimuli/slot1_up.jpg,1,0,1,305.70220809999955,None,305.70220809999955,None,5700,self avoid win,0,306.7075791999996,None,00,2021_Feb_28_1628,two-armed-bandit,2020.2.10,60.10554533748281,
