index,subject,order_num,session,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice,practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,BlockInstr_disp.started,BlockInstr_disp.stopped,iti.started,iti.stopped,left.started,left.stopped,right.started,right.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,left_feedback.started,left_feedback.stopped,right_feedback.started,right_feedback.stopped,circle.started,circle.stopped,cumulativePts_social,cumulativePts_self,outcomeDescr,outcome,feedback_text.started,feedback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",0,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,0,8,11,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,,,,,0,0,0,0,22.28640009999981,None,28.627365199999986,None,27.798744100000476,None,27.798744100000476,None,right,1,0.26867089999996097,27.798744100000476,None,stimuli/tunga_11.bmp,0,1,1,28.12809340000058,None,28.12809340000058,None,28.12809340000058,None,1000,1000,social avoid loss,0,29.138852000000043,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
1,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",1,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,1,11,8,stimuli/tunga_11.bmp,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,left,,,,,0,1,1,1,30.641866909999955,None,32.05682119999983,None,31.141702500000065,None,31.141702500000065,None,left,1,0.38513789999979053,31.141702500000065,None,stimuli/tunga_11.bmp,0,1,1,31.55875449999985,None,31.55875449999985,None,31.55875449999985,None,1000,1000,social avoid loss,0,32.556102000000465,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
2,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",2,stimuli/tunga_08.bmp,0,stimuli/tunga_11.bmp,-1,0,8,11,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,stimuli/tunga_08.bmp,left,,,,,0,2,2,2,34.07133981000025,None,35.45279860000028,None,34.57101370000055,None,34.57101370000055,None,right,0,0.3471964000000298,34.57101370000055,None,stimuli/tunga_11.bmp,0,1,1,34.939863100000366,None,34.939863100000366,None,34.939863100000366,None,900,1000,social lose,-1,35.97213879999981,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
3,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",3,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,1,11,8,stimuli/tunga_11.bmp,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,left,,,,,0,3,3,3,37.484209610000654,None,39.04874840000048,None,38.00044070000058,None,38.00044070000058,None,left,1,0.5060432000000219,38.00044070000058,None,stimuli/tunga_11.bmp,0,1,1,38.53582069999993,None,38.53582069999993,None,38.53582069999993,None,900,1000,social avoid loss,0,39.54933940000046,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
4,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",4,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,0,8,11,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,,,,,0,4,4,4,41.06318840999993,None,42.47788690000016,None,41.5631856,None,41.5631856,None,right,1,0.38587529999949766,41.5631856,None,stimuli/tunga_11.bmp,0,1,1,41.98014300000068,None,41.98014300000068,None,41.98014300000068,None,900,1000,social avoid loss,0,42.97760400000061,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
5,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",5,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,1,11,8,stimuli/tunga_11.bmp,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,left,,,,,0,5,5,5,44.49245401000062,None,45.97415309999997,None,44.99255230000017,None,44.99255230000017,None,left,1,0.44627239999954327,44.99255230000017,None,stimuli/tunga_11.bmp,0,1,1,45.4617159999998,None,45.4617159999998,None,45.4617159999998,None,900,1000,social avoid loss,0,46.47374850000051,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
6,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",6,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,0,8,11,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,,,,,0,6,6,6,47.98873021000018,None,49.37012390000018,None,48.48845970000002,None,48.48845970000002,None,right,1,0.3483118000003742,48.48845970000002,None,stimuli/tunga_11.bmp,0,1,1,48.85573010000007,None,48.85573010000007,None,48.85573010000007,None,900,1000,social avoid loss,0,49.869728900000155,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
7,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",7,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,0,8,11,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,,,,,0,7,7,7,51.38459151000061,None,52.849279600000045,None,51.88447200000064,None,51.88447200000064,None,right,1,0.42464639999980136,51.88447200000064,None,stimuli/tunga_11.bmp,0,1,1,52.33620680000058,None,52.33620680000058,None,52.33620680000058,None,900,1000,social avoid loss,0,53.34909020000032,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
8,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",8,stimuli/tunga_08.bmp,-1,stimuli/tunga_11.bmp,0,0,8,11,stimuli/tunga_08.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,,,,,0,8,8,8,54.86387811000041,None,56.37887110000065,None,55.36372350000056,None,55.36372350000056,None,right,1,0.468349799999487,55.36372350000056,None,stimuli/tunga_11.bmp,0,1,1,55.86567550000018,None,55.86567550000018,None,55.86567550000018,None,900,1000,social avoid loss,0,56.8784768000005,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
9,0,3,0,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT PARTICIPANT",9,stimuli/tunga_08.bmp,0,stimuli/tunga_11.bmp,-1,1,11,8,stimuli/tunga_11.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,,,,,0,9,9,9,58.39314541000076,None,60.157627200000206,None,58.89303410000048,None,58.89303410000048,None,left,0,0.7459930999993958,58.89303410000048,None,stimuli/tunga_11.bmp,0,1,1,59.65959879999991,None,59.65959879999991,None,59.65959879999991,None,800,1000,social lose,-1,60.65705210000033,None,00,2021_Feb_28_1419,prosocial-learning,2020.2.4,60.08218040633399,
