key_resp.keys,key_resp.corr,key_resp.rt,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,cumulativePts_self,cumulativePts_social,outcomeDescr,practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,practice_round.ran,index,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice,participant,date,expName,psychopyVersion,OS,frameRate,outcome,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,subject,order_num,session
left,0,0.451865,stimuli/tunga_08.bmp,0,1,1,700,1000,self lose,,,,,,9,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",9,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,9,9,9,1,10,1,0
right,1,0.655555,stimuli/tunga_08.bmp,0,1,1,700,1000,self avoid loss,,,,,,10,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",10,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,10,10,10,1,10,1,0
left,1,0.484245,stimuli/tunga_08.bmp,0,1,1,700,1000,self avoid loss,,,,,,11,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",11,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,11,11,11,1,10,1,0
right,1,0.447895,stimuli/tunga_08.bmp,0,1,1,700,1000,self avoid loss,,,,,,12,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",12,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,12,12,12,1,10,1,0
left,0,0.45552,stimuli/tunga_08.bmp,0,1,1,600,1000,self lose,,,,,,13,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",13,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,13,13,13,1,10,1,0
right,0,0.38321,stimuli/tunga_08.bmp,0,1,1,500,1000,self lose,,,,,,14,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",14,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,14,14,14,1,10,1,0
right,0,0.63565,stimuli/tunga_08.bmp,0,1,1,400,1000,self lose,,,,,,15,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",15,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,15,15,15,1,10,1,0
left,0,0.502765,stimuli/tunga_12.bmp,1,0,0,300,1000,self lose,,,,,,16,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",16,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,16,16,16,1,10,1,0
right,1,0.628945,stimuli/tunga_08.bmp,0,1,1,300,1000,self avoid loss,,,,,,17,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",17,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,17,17,17,1,10,1,0
left,1,0.55441,stimuli/tunga_08.bmp,0,1,1,300,1000,self avoid loss,,,,,,18,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",18,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,18,18,18,1,10,1,0
right,1,0.41496,stimuli/tunga_08.bmp,0,1,1,300,1000,self avoid loss,,,,,,19,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",19,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,19,19,19,1,10,1,0
right,1,0.374915,stimuli/tunga_08.bmp,0,1,1,300,1000,self avoid loss,,,,,,20,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",20,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_08.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,20,20,20,1,10,1,0
left,1,0.506905,stimuli/tunga_08.bmp,0,1,1,300,1000,self avoid loss,,,,,,21,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",21,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,21,21,21,1,10,1,0
right,0,0.40119,stimuli/tunga_08.bmp,0,1,1,200,1000,self lose,,,,,,22,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",22,stimuli/tunga_12.bmp,0,stimuli/tunga_08.bmp,-1,0,12,8,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,22,22,22,1,10,1,0
left,1,0.4338,stimuli/tunga_08.bmp,0,1,1,200,1000,self avoid loss,,,,,,23,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",23,stimuli/tunga_12.bmp,-1,stimuli/tunga_08.bmp,0,1,8,12,stimuli/tunga_08.bmp,stimuli/tunga_12.bmp,stimuli/tunga_08.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,23,23,23,1,10,1,0
left,0,0.380085,stimuli/tunga_16.bmp,1,0,0,200,900,social lose,,,,,,24,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",0,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,24,24,24,1,10,1,0
left,1,0.41164,stimuli/tunga_09.bmp,0,1,1,200,900,social avoid loss,,,,,,25,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",1,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,25,25,25,1,10,1,0
left,0,0.03688,stimuli/tunga_09.bmp,0,1,1,200,800,social lose,,,,,,26,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",2,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,26,26,26,1,10,1,0
left,0,0.42505,stimuli/tunga_16.bmp,1,0,0,200,700,social lose,,,,,,27,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",3,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,27,27,27,1,10,1,0
left,1,0.405005,stimuli/tunga_09.bmp,0,1,1,200,700,social avoid loss,,,,,,28,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",4,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,28,28,28,1,10,1,0
right,1,0.70492,stimuli/tunga_09.bmp,0,1,1,200,700,social avoid loss,,,,,,29,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",5,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,29,29,29,1,10,1,0
right,1,0.405405,stimuli/tunga_09.bmp,0,1,1,200,700,social avoid loss,,,,,,30,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",6,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,30,30,30,1,10,1,0
left,1,0.48459,stimuli/tunga_09.bmp,0,1,1,200,700,social avoid loss,,,,,,31,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",7,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,31,31,31,1,10,1,0
right,1,0.474825,stimuli/tunga_09.bmp,0,1,1,200,700,social avoid loss,,,,,,32,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",8,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,32,32,32,1,10,1,0
left,0,0.437875,stimuli/tunga_09.bmp,0,1,1,200,600,social lose,,,,,,33,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",9,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,33,33,33,1,10,1,0
right,1,0.63541,stimuli/tunga_09.bmp,0,1,1,200,600,social avoid loss,,,,,,34,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",10,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,34,34,34,1,10,1,0
right,1,0.94976,stimuli/tunga_09.bmp,0,1,1,200,600,social avoid loss,,,,,,35,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",11,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,35,35,35,1,10,1,0
right,0,0.39479,stimuli/tunga_09.bmp,0,1,1,200,500,social lose,,,,,,36,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",12,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,36,36,36,1,10,1,0
right,1,0.932235,stimuli/tunga_09.bmp,0,1,1,200,500,social avoid loss,,,,,,37,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",13,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,0,16,9,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,stimuli/tunga_09.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,37,37,37,1,10,1,0
left,1,0.521085,stimuli/tunga_09.bmp,0,1,1,200,500,social avoid loss,,,,,,38,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",14,stimuli/tunga_16.bmp,-1,stimuli/tunga_09.bmp,0,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_09.bmp,left,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,38,38,38,1,10,1,0
left,0,0.495945,stimuli/tunga_09.bmp,0,1,1,200,400,social lose,,,,,,39,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",15,stimuli/tunga_16.bmp,0,stimuli/tunga_09.bmp,-1,1,9,16,stimuli/tunga_09.bmp,stimuli/tunga_16.bmp,stimuli/tunga_16.bmp,right,10,2021-04-06_12h10.59.554,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,39,39,39,1,10,1,0
